shortName,shortName,longName,fastaName,gffName,gff3Name,gc,numGeneGff3,numExonGff3,exonDensityGff3,numIntronGff3,intronDensityGff3,numGeneGff,numExonGff,exonDensityGff,numIntronGff,intronDensityGff,rnaSeqCount,ES
Calco1,Calco1,Calocera cornea v1.0,Calco1_AssemblyScaffolds.fasta.gz,Calco1_GeneCatalog_genes_20130417.gff.gz,,57.0,,,,,,13177.0,58493.0,4.43902253927,45316.0,3.44,0,pass
Calvi1,Calvi1,Calocera viscosa v1.0,Calvi1_AssemblyScaffolds.fasta.gz,Calvi1_GeneCatalog_genes_20130829.gff.gz,,56.4,,,,,,12378.0,56800.0,4.58878655679,44422.0,3.59,1,pass
Canar1,Canar1,Candida arabinofermentans NRRL YB-2248 v1.0,Canar1_AssemblyScaffolds.fasta.gz,Canar1_GeneCatalog_genes_20111127.gff.gz,Canar1.filtered_proteins.FilteredModels1.gff3.gz,34.7,5861.0,7828.0,1.33560825798,1928.0,0.33,5861.0,7828.0,1.33560825798,1967.0,0.34,4,pass
Canca1,Canca1,Candida caseinolytica Y-17796 v1.0,Canca1_AssemblyScaffolds.fasta.gz,Canca1_GeneCatalog_genes_20110525.gff.gz,Canca1.filtered_proteins.FilteredModels1.gff3.gz,45.4,4657.0,5603.0,1.20313506549,918.0,0.2,4657.0,5603.0,1.20313506549,946.0,0.2,0,pass
Canta1,Canta1,Candida tanzawaensis NRRL Y-17324 v1.0,Canta1_AssemblyScaffolds.fasta.gz,Canta1_GeneCatalog_genes_20120131.gff.gz,Canta1.filtered_proteins.FilteredModels1.gff3.gz,45.3,5895.0,7316.0,1.24105173876,1410.0,0.24,5895.0,7316.0,1.24105173876,1421.0,0.24,0,pass
Cante1,Cante1,Candida tenuis NRRL Y-1498 v1.0,Cante1_genomic_scaffolds.fasta.gz,,Cante1.filtered_proteins.FilteredModels3.gff3.gz,42.9,5533.0,6706.0,1.21200072294,1173.0,0.21,,,,,,3,pass
Catan1,Catan1,Catenaria anguillulae PL171 v1.0,Catan1_AssemblyScaffolds.fasta.gz,Catan1_GeneCatalog_genes_20120622.gff.gz,Catan1.filtered_proteins.FilteredModels1.gff3.gz,55.9,14188.0,35442.0,2.49802650127,21223.0,1.5,14188.0,35442.0,2.49802650127,21254.0,1.5,1,pass
Cenge3,Cenge3,Cenococcum geophilum 1.58 v2.0,Cenge3_AssemblyScaffolds.fasta.gz,Cenge3_GeneCatalog_genes_20130403.gff.gz,Cenge3.filtered_proteins.FilteredModels1.gff3.gz,37.5,14748.0,43156.0,2.92622728506,28408.0,1.93,14748.0,43156.0,2.92622728506,28408.0,1.93,1,pass
Cepal1_1,Cepal1_1,Cephaloascus albidus ATCC 66658 v1.0,Cepal1_1_AssemblyScaffolds.fasta.gz,Cepal1_1_GeneCatalog_genes_20150113.gff.gz,,34.7,,,,,,6196.0,8728.0,1.40865074241,2532.0,0.41,0,pass
Cepfr1_1,Cepfr1_1,Cephaloascus fragrans 12-1022 v1.0,Cepfr1_1_AssemblyScaffolds.fasta.gz,Cepfr1_1_GeneCatalog_genes_20150115.gff.gz,,36.9,,,,,,5717.0,7915.0,1.384467378,2198.0,0.38,0,pass
CerAGI,CerAGI,"Ceratobasidium sp. (anastomosis group I, AG-I) v1.0",CerAGI_AssemblyScaffolds.fasta.gz,CerAGI_GeneCatalog_genes_20150524.gff.gz,,50.0,,,,,,18060.0,109825.0,6.08111849391,91765.0,5.08,0,pass
Cersp1,Cersp1,Ceraceosorus sp. MCA 4658 v1.0,Cersp1_AssemblyScaffolds.fasta.gz,Cersp1_GeneCatalog_genes_20150406.gff.gz,,56.0,,,,,,7822.0,30314.0,3.87547941703,22492.0,2.88,0,pass
Cersu1,Cersu1,Ceriporiopsis (Gelatoporia) subvermispora B,Ceriporiopsis_subvermispora.unmasked.fasta.gz,,Cersu1.filtered_proteins.FilteredModels1.gff3.gz,53.8,12125.0,80856.0,6.66853608247,68730.0,5.67,,,,,,4,fail
Cerun2,Cerun2,Cerrena unicolor v1.1,Cerun2_AssemblyScaffolds.fasta.gz,Cerun2_GeneCatalog_genes_20130111.gff.gz,Cerun2.filtered_proteins.FilteredModels1.gff3.gz,47.5,12966.0,77141.0,5.94948326392,64175.0,4.95,12966.0,77141.0,5.94948326392,64175.0,4.95,0,pass
Cerzm1,Cerzm1,Cercospora zeae-maydis v1.0,Cerzm1_AssemblyScaffolds.fasta.gz,Cerzm1_GeneCatalog_genes_20111029.gff.gz,Cerzm1.filtered_proteins.FilteredModels1.gff3.gz,48.5,5886.0,13532.0,2.29901461094,7646.0,1.3,12020.0,27845.0,2.31655574043,15825.0,1.32,0,pass
Chagl_1,Chagl_1,Chaetomium globosum v1.0,Chagl_1_assembly_scaffolds.fasta.gz,,Chagl_1.filtered_proteins.Chagl_1_BroadGeneModels.gff3.gz,55.6,398.0,1287.0,3.23366834171,889.0,2.23,,,,,,18,pass
Chalo1,Chalo1,Chalara longipes BDJ v1.0,Chalo1_AssemblyScaffolds.fasta.gz,Chalo1_GeneCatalog_genes_20130611.gff.gz,Chalo1.filtered_proteins.FilteredModels1.gff3.gz,47.5,8505.0,26311.0,3.0935920047,17806.0,2.09,19765.0,60490.0,3.06046040982,40725.0,2.06,1,pass
Chiap1,Chiap1,Chionosphaera apobasidialis 52639 v1.0,Chiap1_AssemblyScaffolds.fasta.gz,Chiap1_GeneCatalog_genes_20150110.gff.gz,,49.2,,,,,,9875.0,51441.0,5.20921518987,41566.0,4.21,0,pass
Chove1,Chove1,Choiromyces venosus 120613-1 v1.0,Chove1_AssemblyScaffolds.fasta.gz,Chove1_GeneCatalog_genes_20131210.gff.gz,Chove1.filtered_proteins.FilteredModels1.gff3.gz,43.5,12978.0,37930.0,2.92263831099,24952.0,1.92,17986.0,50996.0,2.83531635717,33010.0,1.84,1,pass
ClaPMI390,ClaPMI390,Clavulina sp. PMI_390 v1.0,ClaPMI390_AssemblyScaffolds.fasta.gz,ClaPMI390_GeneCatalog_genes_20140716.gff.gz,,50.7,,,,,,15452.0,83797.0,5.4230520321,68345.0,4.42,0,pass
Clael1,Clael1,Clathrospora elynae CBS 161.51 v1.0,Clael1_AssemblyScaffolds.fasta.gz,Clael1_GeneCatalog_genes_20140828.gff.gz,,52.1,,,,,,13617.0,34821.0,2.55717118308,21204.0,1.56,0,fail
Clafu1,Clafu1,Cladosporium fulvum v1.0,Clafu1_AssemblyScaffolds.fasta.gz,Clafu1_GeneCatalog_genes_20110826.gff.gz,Clafu1.filtered_proteins.ExternalModels.gff3.gz,48.8,14127.0,30740.0,2.17597508317,16613.0,1.18,14127.0,30740.0,2.17597508317,16613.0,1.18,7,pass
Clagr3,Clagr3,Cladonia grayi Cgr/DA2myc/ss v2.0,Clagr3_AssemblyScaffolds.fasta.gz,Clagr3_GeneCatalog_genes_20111121.gff.gz,Clagr3.filtered_proteins.Maker.gff3.gz,44.4,11389.0,34527.0,3.03160944771,23138.0,2.03,11389.0,34527.0,3.03160944771,23138.0,2.03,0,pass
Clapy1,Clapy1,Clavicorona pyxidata HHB10654 v1.0,Clapy1_AssemblyScaffolds.fasta.gz,Clapy1_GeneCatalog_genes_20140612.gff.gz,Clapy1.filtered_proteins.FilteredModels1.gff3.gz,54.7,15130.0,85828.0,5.6727032386,70698.0,4.67,15130.0,85828.0,5.6727032386,70698.0,4.67,1,pass
Cloro1,Cloro1,Clonostachys rosea CBS125111 v1.0,Cloro1_MitoScaffolds.fasta.gz,Cloro1_GeneCatalog_genes_20150131.gff.gz,,28.4,,,,,,18639.0,52775.0,2.83142872472,34136.0,1.83,0,fail
Cocca1,Cocca1,Cochliobolus carbonum 26-R-13 v1.0,Cocca1_AssemblyScaffolds.fasta.gz,Cocca1_GeneCatalog_genes_20120427.gff.gz,Cocca1.filtered_proteins.FilteredModels1.gff3.gz,50.8,6480.0,16727.0,2.58132716049,10247.0,1.58,12857.0,32766.0,2.54849498328,19909.0,1.55,0,pass
CocheC4_1,CocheC4_1,Cochliobolus heterostrophus C4 v1.0,CocheC4_1_AssemblyScaffolds.fasta.gz,CocheC4_1_GeneCatalog_genes_20110824.gff.gz,CocheC4_1.filtered_proteins.FilteredModels1.gff3.gz,50.7,6759.0,18075.0,2.67421216156,11315.0,1.67,12720.0,33960.0,2.66981132075,21240.0,1.67,2,pass
CocheC5_3,CocheC5_3,Cochliobolus heterostrophus C5 v2.0,CocheC5_1_assembly_scaffolds.fasta.gz,CocheC5_3_GeneCatalog_genes_20110901.gff.gz,CocheC5_3.filtered_proteins.FilteredModels4.gff3.gz,50.0,13336.0,35437.0,2.65724355129,22101.0,1.66,13336.0,35437.0,2.65724355129,22101.0,1.66,2,pass
Cocim1,Cocim1,Coccidioides immitis RS ,Cocim1_AssemblyScaffolds.fasta.gz,Cocim1_GeneCatalog_genes_20130907.gff.gz,Cocim1.filtered_proteins.BroadModels.gff3.gz,46.0,9910.0,32304.0,3.25973763875,22394.0,2.26,9910.0,32304.0,3.25973763875,22394.0,2.26,6,pass
Coclu2,Coclu2,Cochliobolus lunatus m118 v2.0,Coclu2_AssemblyScaffolds.fasta.gz,Coclu2_GeneCatalog_genes_20120521.gff.gz,Coclu2.filtered_proteins.FilteredModels1.gff3.gz,50.9,12131.0,31591.0,2.60415464512,19458.0,1.6,12131.0,31591.0,2.60415464512,19460.0,1.6,0,pass
Cocmi1,Cocmi1,Cochliobolus miyabeanus ATCC 44560 v1.0,Cocmi1_AssemblyScaffolds.fasta.gz,Cocmi1_GeneCatalog_genes_20120427.gff.gz,Cocmi1.filtered_proteins.FilteredModels1.gff3.gz,50.5,12007.0,31759.0,2.6450403931,19752.0,1.65,12007.0,31759.0,2.6450403931,19752.0,1.65,0,pass
Cocsa1,Cocsa1,Cochliobolus sativus ND90Pr v1.0,Cocsa1_AssemblyScaffolds.fasta.gz,Cocsa1_GeneCatalog_genes_20110610.gff.gz,Cocsa1.filtered_proteins.FilteredModels1.gff3.gz,49.8,4693.0,12392.0,2.64052844662,7697.0,1.64,12250.0,32234.0,2.63134693878,19984.0,1.63,3,pass
Cocvi1,Cocvi1,Cochliobolus victoriae FI3 v1.0,Cocvi1_AssemblyScaffolds.fasta.gz,Cocvi1_GeneCatalog_genes_20120501.gff.gz,Cocvi1.filtered_proteins.FilteredModels1.gff3.gz,50.1,8194.0,21181.0,2.58494020015,12987.0,1.58,12894.0,33349.0,2.58639677369,20455.0,1.59,0,pass
Coere1,Coere1,Coemansia reversa NRRL 1564 v1.0,Coere1_AssemblyScaffolds.fasta.gz,Coere1_GeneCatalog_genes_20110909.gff.gz,Coere1.filtered_proteins.FilteredModels1.gff3.gz,45.2,7347.0,11129.0,1.51476793249,3780.0,0.51,7347.0,11129.0,1.51476793249,3782.0,0.51,0,pass
Colca1,Colca1,Colletotrichum caudatum CBS131602 v1.0,Colca1_AssemblyScaffolds.fasta.gz,Colca1_GeneCatalog_genes_20150403.gff.gz,,55.0,,,,,,15294.0,39967.0,2.61324702498,24673.0,1.61,0,pass
Coler1,Coler1,Colletotrichum eremochloae CBS129661 v1.0,Coler1_AssemblyScaffolds.fasta.gz,Coler1_GeneCatalog_genes_20141231.gff.gz,,52.6,,,,,,15169.0,41402.0,2.72938229283,26233.0,1.73,0,pass
Colfa1,Colfa1,Colletotrichum falcatum MAFF306170 v1.0,Colfa1_AssemblyScaffolds.fasta.gz,Colfa1_GeneCatalog_genes_20141228.gff.gz,,53.0,,,,,,15619.0,40033.0,2.56309622895,24414.0,1.56,1,pass
Colgr1,Colgr1,Colletotrichum graminicola M1.001,Colgr1_AssemblyScaffolds.fasta.gz,Colgr1_GeneCatalog_genes_20130906.gff.gz,Colgr1.filtered_proteins.ExternalModels.gff3.gz,49.1,12006.0,32967.0,2.74587706147,20961.0,1.75,12006.0,32967.0,2.74587706147,20961.0,1.75,23,pass
Colhi1,Colhi1,Colletotrichum higginsianum IMI 349063,Colhi1_AssemblyScaffolds.fasta.gz,Colhi1_GeneCatalog_genes_20131030.gff.gz,Colhi1.filtered_proteins.BroadModels.gff3.gz,55.1,4734.0,12297.0,2.59759188847,7563.0,1.6,16172.0,39537.0,2.44478110314,23365.0,1.44,18,pass
Colso1,Colso1,Colletotrichum somersetensis CBS 131599 v1.0,Colso1_AssemblyScaffolds.fasta.gz,Colso1_GeneCatalog_genes_20141229.gff.gz,,50.2,,,,,,15193.0,39724.0,2.61462515632,24531.0,1.61,0,pass
Colsu1,Colsu1,Colletotrichum sublineola CBS 131301 v1.0,Colsu1_AssemblyScaffolds.fasta.gz,Colsu1_GeneCatalog_genes_20150101.gff.gz,,53.2,,,,,,15208.0,39199.0,2.57752498685,23991.0,1.58,0,pass
Colzo1,Colzo1,Colletotrichum zoysiae MAFF235873 v1.0,Colzo1_AssemblyScaffolds.fasta.gz,Colzo1_GeneCatalog_genes_20150103.gff.gz,,53.8,,,,,,15326.0,40915.0,2.6696463526,25589.0,1.67,0,pass
ConPMI546,ConPMI546,Coniochaeta sp. PMI_546 v1.0,ConPMI546_AssemblyScaffolds.fasta.gz,ConPMI546_GeneCatalog_genes_20140720.gff.gz,,53.1,,,,,,11346.0,30296.0,2.6701921382,18950.0,1.67,0,fail
Conco1,Conco1,Conidiobolus coronatus NRRL28638 v1.0,Conco1_AssemblyScaffolds.fasta.gz,Conco1_GeneCatalog_genes_20120213.gff.gz,Conco1.filtered_proteins.FilteredModels1.gff3.gz,27.7,10635.0,29531.0,2.77677480019,18889.0,1.78,10635.0,29531.0,2.77677480019,18896.0,1.78,2,pass
Conli1,Conli1,Coniochaeta ligniaria CBS 111746,Conli1_AssemblyScaffolds.fasta.gz,Conli1_GeneCatalog_genes_20130808.gff.gz,Conli1.filtered_proteins.ExternalModels.gff3.gz,51.9,12318.0,36736.0,2.98230232181,24418.0,1.98,12318.0,36736.0,2.98230232181,24418.0,1.98,1,pass
Conlig1,Conlig1,Coniochaeta ligniaria NRRL 30616 v1.0,Conlig1_AssemblyScaffolds.fasta.gz,Conlig1_GeneCatalog_genes_20140604.gff.gz,Conlig1.filtered_proteins.FilteredModels1.gff3.gz,51.7,13657.0,36216.0,2.65182690196,22559.0,1.65,13657.0,36216.0,2.65182690196,22559.0,1.65,1,pass
Conpu1,Conpu1,Coniophora puteana v1.0,Conpu1_AssemblyScaffolds.fasta.gz,Conpu1_GeneCatalog_genes_20101116.gff.gz,Conpu1.filtered_proteins.FilteredModels1.gff3.gz,52.4,13761.0,84144.0,6.11467189884,70383.0,5.11,13761.0,84144.0,6.11467189884,70383.0,5.11,2,pass
Conth1,Conth1,Conidiobolus thromboides FSU 785 v1.0,Conth1_AssemblyScaffolds.fasta.gz,Conth1_GeneCatalog_genes_20141003.gff.gz,,26.6,,,,,,8867.0,33044.0,3.72662681854,24177.0,2.73,0,pass
Copci1,Copci1,Coprinopsis cinerea,Coprinopsis_cinerea.unmasked.fasta.gz,,Copci1.filtered_proteins.BroadModels1.gff3.gz,51.7,13393.0,75796.0,5.65937430001,62403.0,4.66,,,,,,63,pass
Copci_AmutBmut1,Copci_AmutBmut1,Coprinopsis cinerea AmutBmut pab1-1 v1.0,Copci_AmutBmut1_AssemblyScaffolds.fasta.gz,Copci_AmutBmut1_GeneCatalog_genes_20130522.gff.gz,Copci_AmutBmut1.filtered_proteins.FilteredModels1.gff3.gz,51.6,14245.0,77019.0,5.40673920674,62774.0,4.41,14245.0,77019.0,5.40673920674,62774.0,4.41,63,pass
Corca1,Corca1,Corynespora cassiicola CCP v1.0,Corca1_AssemblyScaffolds.fasta.gz,Corca1_GeneCatalog_genes_20140615.gff.gz,Corca1.filtered_proteins.FilteredModels1.gff3.gz,50.6,17166.0,44554.0,2.59547943609,27388.0,1.6,17166.0,44554.0,2.59547943609,27388.0,1.6,4,pass
Corgl3,Corgl3,Cortinarius glaucopus AT 2004 276 v2.0,Corgl3_AssemblyScaffolds.fasta.gz,Corgl3_GeneCatalog_genes_20130626.gff.gz,Corgl3.filtered_proteins.FilteredModels7.gff3.gz,44.1,20377.0,102875.0,5.04858418806,82497.0,4.05,20377.0,102875.0,5.04858418806,82498.0,4.05,1,pass
Corma2,Corma2,Corollospora maritima CBS 119819 v2.0,Corma2_AssemblyScaffolds.fasta.gz,Corma2_GeneCatalog_genes_20150506.gff.gz,,53.1,,,,,,12991.0,33565.0,2.58371180048,20574.0,1.58,2,pass
Cormi1,Cormi1,Cordyceps militaris CM01,Cormi1_AssemblyScaffolds.fasta.gz,Cormi1_GeneCatalog_genes_20131203.gff.gz,Cormi1.filtered_proteins.ExternalModels.gff3.gz,51.4,9651.0,28872.0,2.99160708735,19221.0,1.99,9651.0,28872.0,2.99160708735,19221.0,1.99,5,pass
Croqu1,Croqu1,Cronartium quercuum f. sp. fusiforme G11 v1.0,Croqu1_AssemblyScaffolds.fasta.gz,Croqu1_GeneCatalog_genes_20120612.gff.gz,Croqu1.filtered_proteins.FilteredModels1.gff3.gz,41.1,6941.0,31337.0,4.51476732459,24360.0,3.51,13903.0,60545.0,4.35481550744,46642.0,3.35,5,pass
Cryne_H99_1,Cryne_H99_1,Cryptococcus neoformans var. grubii H99,Cryptococcus_neoformans_H99.unmasked.fasta.gz,,Cryne_H99_1.filtered_proteins.BroadModels1.gff3.gz,48.2,6967.0,42284.0,6.06918329267,35317.0,5.07,,,,,,556,pass
Cryne_JEC21_1,Cryne_JEC21_1,Cryptococcus neoformans var neoformans JEC21,Cryne_JEC21_1_AssemblyScaffolds.fasta.gz,Cryne_JEC21_1_GeneCatalog_genes_20120305.gff.gz,Cryne_JEC21_1.filtered_proteins.ExternalModels.gff3.gz,48.5,6475.0,41896.0,6.47042471042,35421.0,5.47,6475.0,41896.0,6.47042471042,35421.0,5.47,556,pass
Crypa2,Crypa2,,,Crypa2.filtered_proteins.FrozenGeneCatalog_20091214.gff3.gz,,,,,,,,6475.0,41896.0,6.47042471042,35421.0,5.47,0,
Cryvi1,Cryvi1,Cryptococcus vishniacii v1.0,Cryvi1_AssemblyScaffolds.fasta.gz,Cryvi1_GeneCatalog_genes_20130104.gff.gz,Cryvi1.filtered_proteins.FilteredModels1.gff3.gz,52.9,7232.0,45186.0,6.24806415929,37954.0,5.25,7232.0,45186.0,6.24806415929,37954.0,5.25,0,pass
Cucbe1,Cucbe1,Cucurbitaria berberidis CBS 394.84 v1.0,Cucbe1_AssemblyScaffolds.fasta.gz,Cucbe1_GeneCatalog_genes_20130102.gff.gz,Cucbe1.filtered_proteins.FilteredModels1.gff3.gz,49.3,12439.0,33752.0,2.71340139883,21313.0,1.71,12439.0,33752.0,2.71340139883,21313.0,1.71,0,pass
Cybja1,Cybja1,Cyberlindnera jadinii NRRL Y-1542 v1.0,Cybja1_AssemblyScaffolds.fasta.gz,Cybja1_GeneCatalog_genes_20121210.gff.gz,Cybja1.filtered_proteins.FilteredModels1.gff3.gz,44.5,6038.0,8125.0,1.34564425306,2087.0,0.35,6038.0,8125.0,1.34564425306,2087.0,0.35,6,pass
Cylto1,Cylto1,Cylindrobasidium torrendii v1.0,Cylto1_AssemblyScaffolds.fasta.gz,Cylto1_GeneCatalog_genes_20130411.gff.gz,Cylto1.filtered_proteins.FilteredModels1.gff3.gz,51.9,13940.0,72058.0,5.16915351506,58118.0,4.17,13940.0,72058.0,5.16915351506,58118.0,4.17,0,pass
Dacsp1,Dacsp1,Dacryopinax sp. DJM 731 SSP1 v1.0,Dacsp1_AssemblyScaffolds.fasta.gz,Dacsp1_GeneCatalog_genes_20110131.gff.gz,Dacsp1.filtered_proteins.FilteredModels1.gff3.gz,52.2,10242.0,49500.0,4.83304042179,39255.0,3.83,10242.0,49500.0,4.83304042179,39258.0,3.83,0,pass
Daequ1,Daequ1,Daedalea quercina v1.0,Daequ1_AssemblyScaffolds.fasta.gz,Daequ1_GeneCatalog_genes_20130110.gff.gz,Daequ1.filtered_proteins.FilteredModels1.gff3.gz,54.9,12199.0,70773.0,5.80154110993,58574.0,4.8,12199.0,70773.0,5.80154110993,58574.0,4.8,0,pass
DalEC12_1,DalEC12_1,Daldinia eschscholzii EC12 v1.0,DalEC12_1_AssemblyScaffolds.fasta.gz,DalEC12_1_GeneCatalog_genes_20111212.gff.gz,DalEC12_1.filtered_proteins.FilteredModels1.gff3.gz,45.0,11173.0,32240.0,2.88552761121,21043.0,1.88,11173.0,32240.0,2.88552761121,21067.0,1.89,6,pass
Debha1,Debha1,Debaryomyces hansenii,Debha1_AssemblyScaffolds.fasta.gz,Debha1_GeneCatalog_genes_20130209.gff.gz,Debha1.filtered_proteins.ExternalModels.gff3.gz,36.3,6272.0,6739.0,1.07445790816,467.0,0.07,6272.0,6739.0,1.07445790816,467.0,0.07,6,pass
Decga1,Decga1,Decorospora gaudefroyi v1.0,Decga1_AssemblyScaffolds.fasta.gz,Decga1_GeneCatalog_genes_20150425.gff.gz,,52.2,,,,,,11835.0,30769.0,2.59983100972,18934.0,1.6,0,pass
Dekbr2,Dekbr2,Dekkera bruxellensis CBS 2499 v2.0,Dekbr2_AssemblyScaffolds.fasta.gz,Dekbr2_GeneCatalog_genes_20120306.gff.gz,Dekbr2.filtered_proteins.FilteredModels1.gff3.gz,39.9,5636.0,7664.0,1.35982966643,2018.0,0.36,5636.0,7664.0,1.35982966643,2028.0,0.36,2,pass
Delco1,Delco1,Delitschia confertaspora ATCC 74209 v1.0,Delco1_AssemblyScaffolds.fasta.gz,Delco1_GeneCatalog_genes_20140624.gff.gz,Delco1.filtered_proteins.FilteredModels1.gff3.gz,48.5,789.0,2481.0,3.14448669202,1692.0,2.14,10171.0,29783.0,2.92822731295,19612.0,1.93,0,pass
Denbi1,Denbi1,Dendrothele bispora CBS 962.96 v1.0,Denbi1_AssemblyScaffolds.fasta.gz,Denbi1_GeneCatalog_genes_20131210.gff.gz,Denbi1.filtered_proteins.FilteredModels1.gff3.gz,44.4,33645.0,171165.0,5.08738296924,137520.0,4.09,33645.0,171165.0,5.08738296924,137520.0,4.09,0,pass
Dicsq1,Dicsq1,Dichomitus squalens v1.0,Dicsq1_AssemblyScaffolds.fasta.gz,Dicsq1_GeneCatalog_genes_20101110.gff.gz,Dicsq1.filtered_proteins.FilteredModels1.gff3.gz,55.6,12290.0,71796.0,5.84182262002,59503.0,4.84,12290.0,71796.0,5.84182262002,59506.0,4.84,0,pass
Didex1,Didex1,Didymella exigua CBS 183.55 v1.0,Didex1_AssemblyScaffolds.fasta.gz,Didex1_GeneCatalog_genes_20120924.gff.gz,Didex1.filtered_proteins.FilteredModels1.gff3.gz,52.8,12394.0,30433.0,2.45546232048,18003.0,1.45,12394.0,30433.0,2.45546232048,18039.0,1.46,1,pass
Diocr1,Diocr1,Dioszegia cryoxerica v1.0,Diocr1_AssemblyScaffolds.fasta.gz,Diocr1_GeneCatalog_genes_20130123.gff.gz,Diocr1.filtered_proteins.FilteredModels2.gff3.gz,56.9,15948.0,85429.0,5.356721846,69481.0,4.36,15948.0,85429.0,5.356721846,69481.0,4.36,0,pass
Disac1,Disac1,Dissoconium aciculare v1.0,Disac1_AssemblyScaffolds.fasta.gz,Disac1_GeneCatalog_genes_20130805.gff.gz,Disac1.filtered_proteins.FilteredModels2.gff3.gz,52.7,10299.0,22319.0,2.16710360229,12020.0,1.17,10299.0,22319.0,2.16710360229,12020.0,1.17,1,pass
Dotse1,Dotse1,Dothistroma septosporum NZE10 v1.0,Dotse1_AssemblyScaffolds.fasta.gz,Dotse1_GeneCatalog_genes_20100818.gff.gz,Dotse1.filtered_proteins.FilteredModels1.gff3.gz,53.1,12580.0,28937.0,2.30023847377,16357.0,1.3,12580.0,28937.0,2.30023847377,16357.0,1.3,0,pass
Dotsy1,Dotsy1,Dothidotthia symphoricarpi v1.0,Dotsy1_AssemblyScaffolds.fasta.gz,Dotsy1_GeneCatalog_genes_20131210.gff.gz,Dotsy1.filtered_proteins.FilteredModels1.gff3.gz,47.9,11790.0,31892.0,2.70500424088,20102.0,1.71,11790.0,31892.0,2.70500424088,20102.0,1.71,1,pass
Elmca1,Elmca1,Aporpium caryae L-13461,Elmca1_AssemblyScaffolds.fasta.gz,Elmca1_GeneCatalog_genes_20140827.gff.gz,,53.4,,,,,,16571.0,87453.0,5.27747269326,70882.0,4.28,0,pass
Enccu1,Enccu1,Encephalitozoon cuniculi GB-M1,Enccu1_AssemblyScaffolds.fasta.gz,Enccu1_GeneCatalog_genes_20130927.gff.gz,Enccu1.filtered_proteins.GenoscopeModels.gff3.gz,47.3,1996.0,2011.0,1.00751503006,15.0,0.01,1996.0,2011.0,1.00751503006,15.0,0.01,3,pass
Enche1,Enche1,Encephalitozoon hellem ATCC 50504,Enche1_AssemblyScaffolds.fasta.gz,Enche1_GeneCatalog_genes_20131209.gff.gz,Enche1.filtered_proteins.ExternalModels.gff3.gz,43.4,1847.0,1883.0,1.01949106659,36.0,0.02,1847.0,1883.0,1.01949106659,36.0,0.02,0,pass
Encin1,Encin1,Encephalitozoon intestinalis ATCC 50506,Encin1_AssemblyScaffolds.fasta.gz,Encin1_GeneCatalog_genes_20131101.gff.gz,Encin1.filtered_proteins.ExternalModels.gff3.gz,41.5,1833.0,1847.0,1.00763775232,14.0,0.01,1833.0,1847.0,1.00763775232,14.0,0.01,0,pass
Encro1,Encro1,Encephalitozoon romaleae SJ-2008,Encro1_AssemblyScaffolds.fasta.gz,Encro1_GeneCatalog_genes_20131209.gff.gz,Encro1.filtered_proteins.ExternalModels.gff3.gz,40.4,1831.0,1864.0,1.01802293829,33.0,0.02,1831.0,1864.0,1.01802293829,33.0,0.02,0,fail
Entbi1,Entbi1,Enterocytozoon bieneusi H348,Entbi1_AssemblyScaffolds.fasta.gz,Entbi1_GeneCatalog_genes_20140106.gff.gz,Entbi1.filtered_proteins.ExternalModels.gff3.gz,33.7,3632.0,3632.0,1.0,,,3632.0,3632.0,1.0,0.0,0.0,0,fail
Erebi1,Erebi1,Eremomyces bilateralis CBS 781.70 v1.0,Erebi1_AssemblyScaffolds.fasta.gz,Erebi1_GeneCatalog_genes_20150104.gff.gz,,52.2,,,,,,9881.0,28263.0,2.86033802247,18382.0,1.86,1,pass
Eryha1,Eryha1,Erythrobasidium hasegawianum ATCC 9536 v1.0,Eryha1_AssemblyScaffolds.fasta.gz,Eryha1_GeneCatalog_genes_20141112.gff.gz,,50.7,,,,,,9521.0,49801.0,5.23064804117,40280.0,4.23,0,pass
Eurhe1,Eurhe1,Eurotium rubrum v1.0,Eurhe1_AssemblyScaffolds.fasta.gz,Eurhe1_GeneCatalog_genes_20120312.gff.gz,Eurhe1.filtered_proteins.FilteredModels1.gff3.gz,48.8,8780.0,27012.0,3.07653758542,18214.0,2.07,10076.0,30918.0,3.06847955538,20842.0,2.07,0,fail
Eutla1,Eutla1,Eutypa lata UCREL1,Eutla1_AssemblyScaffolds.fasta.gz,Eutla1_GeneCatalog_genes_20130916.gff.gz,Eutla1.filtered_proteins.ExternalModels.gff3.gz,46.6,11685.0,33978.0,2.90783055199,22293.0,1.91,11685.0,33978.0,2.90783055199,22293.0,1.91,0,pass
Exigl1,Exigl1,Exidia glandulosa v1.0,Exigl1_AssemblyScaffolds.fasta.gz,Exigl1_GeneCatalog_genes_20130529.gff.gz,,56.7,,,,,,26765.0,129198.0,4.82712497665,102433.0,3.83,0,fail
Exova1,Exova1,Exobasidium vaccinii MPITM v1.0,Exova1_AssemblyScaffolds.fasta.gz,Exova1_GeneCatalog_genes_20131210.gff.gz,Exova1.filtered_proteins.FilteredModels1.gff3.gz,43.5,7453.0,20809.0,2.79203005501,13356.0,1.79,7453.0,20809.0,2.79203005501,13356.0,1.79,1,pass
