shortName,longName,fastaName,gffName,gff3Name,gc,numGeneGff3,numExonGff3,numIntronGff3,intronDensityGff3,numGeneGff,numExonGff,numIntronGff,intronDensityGff,rnaSeqCount
Chagl_1,Chaetomium globosum v1.0,Chagl_1_assembly_scaffolds.fasta.gz,,Chagl_1.filtered_proteins.Chagl_1_BroadGeneModels.gff3.gz,55.6,398.0,1287.0,889.0,2.23,,,,,18
Chalo1,Chalara longipes BDJ v1.0,Chalo1_AssemblyScaffolds.fasta.gz,Chalo1_GeneCatalog_genes_20130611.gff.gz,Chalo1.filtered_proteins.FilteredModels1.gff3.gz,47.5,8505.0,26311.0,17806.0,2.09,19765.0,60490.0,40725.0,2.06,1
Chiap1,Chionosphaera apobasidialis 52639 v1.0,Chiap1_AssemblyScaffolds.fasta.gz,Chiap1_GeneCatalog_genes_20150110.gff.gz,,49.2,,,,,9875.0,51441.0,41566.0,4.21,0
Chove1,Choiromyces venosus 120613-1 v1.0,Chove1_AssemblyScaffolds.fasta.gz,Chove1_GeneCatalog_genes_20131210.gff.gz,Chove1.filtered_proteins.FilteredModels1.gff3.gz,43.5,12978.0,37930.0,24952.0,1.92,17986.0,50996.0,33010.0,1.84,1
ClaPMI390,Clavulina sp. PMI_390 v1.0,ClaPMI390_AssemblyScaffolds.fasta.gz,ClaPMI390_GeneCatalog_genes_20140716.gff.gz,,50.7,,,,,15452.0,83797.0,68345.0,4.42,0
Clael1,Clathrospora elynae CBS 161.51 v1.0,Clael1_AssemblyScaffolds.fasta.gz,Clael1_GeneCatalog_genes_20140828.gff.gz,,52.1,,,,,13617.0,34821.0,21204.0,1.56,0
Clafu1,Cladosporium fulvum v1.0,Clafu1_AssemblyScaffolds.fasta.gz,Clafu1_GeneCatalog_genes_20110826.gff.gz,Clafu1.filtered_proteins.ExternalModels.gff3.gz,48.8,14127.0,30740.0,16613.0,1.18,14127.0,30740.0,16613.0,1.18,7
Clagr3,Cladonia grayi Cgr/DA2myc/ss v2.0,Clagr3_AssemblyScaffolds.fasta.gz,Clagr3_GeneCatalog_genes_20111121.gff.gz,Clagr3.filtered_proteins.Maker.gff3.gz,44.4,11389.0,34527.0,23138.0,2.03,11389.0,34527.0,23138.0,2.03,0
Clapy1,Clavicorona pyxidata HHB10654 v1.0,Clapy1_AssemblyScaffolds.fasta.gz,Clapy1_GeneCatalog_genes_20140612.gff.gz,Clapy1.filtered_proteins.FilteredModels1.gff3.gz,54.7,15130.0,85828.0,70698.0,4.67,15130.0,85828.0,70698.0,4.67,1
Cloro1,Clonostachys rosea CBS125111 v1.0,Cloro1_MitoScaffolds.fasta.gz,Cloro1_GeneCatalog_genes_20150131.gff.gz,,28.4,,,,,18639.0,52775.0,34136.0,1.83,0
Cocca1,Cochliobolus carbonum 26-R-13 v1.0,Cocca1_AssemblyScaffolds.fasta.gz,Cocca1_GeneCatalog_genes_20120427.gff.gz,Cocca1.filtered_proteins.FilteredModels1.gff3.gz,50.8,6480.0,16727.0,10247.0,1.58,12857.0,32766.0,19909.0,1.55,0
CocheC4_1,Cochliobolus heterostrophus C4 v1.0,CocheC4_1_AssemblyScaffolds.fasta.gz,CocheC4_1_GeneCatalog_genes_20110824.gff.gz,CocheC4_1.filtered_proteins.FilteredModels1.gff3.gz,50.7,6759.0,18075.0,11315.0,1.67,12720.0,33960.0,21240.0,1.67,2
CocheC5_3,Cochliobolus heterostrophus C5 v2.0,CocheC5_1_assembly_scaffolds.fasta.gz,CocheC5_3_GeneCatalog_genes_20110901.gff.gz,CocheC5_3.filtered_proteins.FilteredModels4.gff3.gz,50.0,13336.0,35437.0,22101.0,1.66,13336.0,35437.0,22101.0,1.66,2
Cocim1,Coccidioides immitis RS ,Cocim1_AssemblyScaffolds.fasta.gz,Cocim1_GeneCatalog_genes_20130907.gff.gz,Cocim1.filtered_proteins.BroadModels.gff3.gz,46.0,9910.0,32304.0,22394.0,2.26,9910.0,32304.0,22394.0,2.26,6
Coclu2,Cochliobolus lunatus m118 v2.0,Coclu2_AssemblyScaffolds.fasta.gz,Coclu2_GeneCatalog_genes_20120521.gff.gz,Coclu2.filtered_proteins.FilteredModels1.gff3.gz,50.9,12131.0,31591.0,19458.0,1.6,12131.0,31591.0,19460.0,1.6,0
Cocmi1,Cochliobolus miyabeanus ATCC 44560 v1.0,Cocmi1_AssemblyScaffolds.fasta.gz,Cocmi1_GeneCatalog_genes_20120427.gff.gz,Cocmi1.filtered_proteins.FilteredModels1.gff3.gz,50.5,12007.0,31759.0,19752.0,1.65,12007.0,31759.0,19752.0,1.65,0
Cocsa1,Cochliobolus sativus ND90Pr v1.0,Cocsa1_AssemblyScaffolds.fasta.gz,Cocsa1_GeneCatalog_genes_20110610.gff.gz,Cocsa1.filtered_proteins.FilteredModels1.gff3.gz,49.8,4693.0,12392.0,7697.0,1.64,12250.0,32234.0,19984.0,1.63,3
Cocvi1,Cochliobolus victoriae FI3 v1.0,Cocvi1_AssemblyScaffolds.fasta.gz,Cocvi1_GeneCatalog_genes_20120501.gff.gz,Cocvi1.filtered_proteins.FilteredModels1.gff3.gz,50.1,8194.0,21181.0,12987.0,1.58,12894.0,33349.0,20455.0,1.59,0
Coere1,Coemansia reversa NRRL 1564 v1.0,Coere1_AssemblyScaffolds.fasta.gz,Coere1_GeneCatalog_genes_20110909.gff.gz,Coere1.filtered_proteins.FilteredModels1.gff3.gz,45.2,7347.0,11129.0,3780.0,0.51,7347.0,11129.0,3782.0,0.51,0
Colca1,Colletotrichum caudatum CBS131602 v1.0,Colca1_AssemblyScaffolds.fasta.gz,Colca1_GeneCatalog_genes_20150403.gff.gz,,55.0,,,,,15294.0,39967.0,24673.0,1.61,0
Coler1,Colletotrichum eremochloae CBS129661 v1.0,Coler1_AssemblyScaffolds.fasta.gz,Coler1_GeneCatalog_genes_20141231.gff.gz,,52.6,,,,,15169.0,41402.0,26233.0,1.73,0
Colfa1,Colletotrichum falcatum MAFF306170 v1.0,Colfa1_AssemblyScaffolds.fasta.gz,Colfa1_GeneCatalog_genes_20141228.gff.gz,,53.0,,,,,15619.0,40033.0,24414.0,1.56,1
Colgr1,Colletotrichum graminicola M1.001,Colgr1_AssemblyScaffolds.fasta.gz,Colgr1_GeneCatalog_genes_20130906.gff.gz,Colgr1.filtered_proteins.ExternalModels.gff3.gz,49.1,12006.0,32967.0,20961.0,1.75,12006.0,32967.0,20961.0,1.75,23
Colhi1,Colletotrichum higginsianum IMI 349063,Colhi1_AssemblyScaffolds.fasta.gz,Colhi1_GeneCatalog_genes_20131030.gff.gz,Colhi1.filtered_proteins.BroadModels.gff3.gz,55.1,4734.0,12297.0,7563.0,1.6,16172.0,39537.0,23365.0,1.44,18
Colso1,Colletotrichum somersetensis CBS 131599 v1.0,Colso1_AssemblyScaffolds.fasta.gz,Colso1_GeneCatalog_genes_20141229.gff.gz,,50.2,,,,,15193.0,39724.0,24531.0,1.61,0
Colsu1,Colletotrichum sublineola CBS 131301 v1.0,Colsu1_AssemblyScaffolds.fasta.gz,Colsu1_GeneCatalog_genes_20150101.gff.gz,,53.2,,,,,15208.0,39199.0,23991.0,1.58,0
Colzo1,Colletotrichum zoysiae MAFF235873 v1.0,Colzo1_AssemblyScaffolds.fasta.gz,Colzo1_GeneCatalog_genes_20150103.gff.gz,,53.8,,,,,15326.0,40915.0,25589.0,1.67,0
ConPMI546,Coniochaeta sp. PMI_546 v1.0,ConPMI546_AssemblyScaffolds.fasta.gz,ConPMI546_GeneCatalog_genes_20140720.gff.gz,,53.1,,,,,11346.0,30296.0,18950.0,1.67,0
Conco1,Conidiobolus coronatus NRRL28638 v1.0,Conco1_AssemblyScaffolds.fasta.gz,Conco1_GeneCatalog_genes_20120213.gff.gz,Conco1.filtered_proteins.FilteredModels1.gff3.gz,27.7,10635.0,29531.0,18889.0,1.78,10635.0,29531.0,18896.0,1.78,2
Conli1,Coniochaeta ligniaria CBS 111746,Conli1_AssemblyScaffolds.fasta.gz,Conli1_GeneCatalog_genes_20130808.gff.gz,Conli1.filtered_proteins.ExternalModels.gff3.gz,51.9,12318.0,36736.0,24418.0,1.98,12318.0,36736.0,24418.0,1.98,1
Conlig1,Coniochaeta ligniaria NRRL 30616 v1.0,Conlig1_AssemblyScaffolds.fasta.gz,Conlig1_GeneCatalog_genes_20140604.gff.gz,Conlig1.filtered_proteins.FilteredModels1.gff3.gz,51.7,13657.0,36216.0,22559.0,1.65,13657.0,36216.0,22559.0,1.65,1
Conpu1,Coniophora puteana v1.0,Conpu1_AssemblyScaffolds.fasta.gz,Conpu1_GeneCatalog_genes_20101116.gff.gz,Conpu1.filtered_proteins.FilteredModels1.gff3.gz,52.4,13761.0,84144.0,70383.0,5.11,13761.0,84144.0,70383.0,5.11,2
Conth1,Conidiobolus thromboides FSU 785 v1.0,Conth1_AssemblyScaffolds.fasta.gz,Conth1_GeneCatalog_genes_20141003.gff.gz,,26.6,,,,,8867.0,33044.0,24177.0,2.73,0
Copci1,Coprinopsis cinerea,Coprinopsis_cinerea.unmasked.fasta.gz,,Copci1.filtered_proteins.BroadModels1.gff3.gz,51.7,13393.0,75796.0,62403.0,4.66,,,,,63
Copci_AmutBmut1,Coprinopsis cinerea AmutBmut pab1-1 v1.0,Copci_AmutBmut1_AssemblyScaffolds.fasta.gz,Copci_AmutBmut1_GeneCatalog_genes_20130522.gff.gz,Copci_AmutBmut1.filtered_proteins.FilteredModels1.gff3.gz,51.6,14245.0,77019.0,62774.0,4.41,14245.0,77019.0,62774.0,4.41,63
Corca1,Corynespora cassiicola CCP v1.0,Corca1_AssemblyScaffolds.fasta.gz,Corca1_GeneCatalog_genes_20140615.gff.gz,Corca1.filtered_proteins.FilteredModels1.gff3.gz,50.6,17166.0,44554.0,27388.0,1.6,17166.0,44554.0,27388.0,1.6,4
Corgl3,Cortinarius glaucopus AT 2004 276 v2.0,Corgl3_AssemblyScaffolds.fasta.gz,Corgl3_GeneCatalog_genes_20130626.gff.gz,Corgl3.filtered_proteins.FilteredModels7.gff3.gz,44.1,20377.0,102875.0,82497.0,4.05,20377.0,102875.0,82498.0,4.05,1
Corma2,Corollospora maritima CBS 119819 v2.0,Corma2_AssemblyScaffolds.fasta.gz,Corma2_GeneCatalog_genes_20150506.gff.gz,,53.1,,,,,12991.0,33565.0,20574.0,1.58,2
Cormi1,Cordyceps militaris CM01,Cormi1_AssemblyScaffolds.fasta.gz,Cormi1_GeneCatalog_genes_20131203.gff.gz,Cormi1.filtered_proteins.ExternalModels.gff3.gz,51.4,9651.0,28872.0,19221.0,1.99,9651.0,28872.0,19221.0,1.99,5
Croqu1,Cronartium quercuum f. sp. fusiforme G11 v1.0,Croqu1_AssemblyScaffolds.fasta.gz,Croqu1_GeneCatalog_genes_20120612.gff.gz,Croqu1.filtered_proteins.FilteredModels1.gff3.gz,41.1,6941.0,31337.0,24360.0,3.51,13903.0,60545.0,46642.0,3.35,5
Cryne_H99_1,Cryptococcus neoformans var. grubii H99,Cryptococcus_neoformans_H99.unmasked.fasta.gz,,Cryne_H99_1.filtered_proteins.BroadModels1.gff3.gz,48.2,6967.0,42284.0,35317.0,5.07,,,,,556
Cryne_JEC21_1,Cryptococcus neoformans var neoformans JEC21,Cryne_JEC21_1_AssemblyScaffolds.fasta.gz,Cryne_JEC21_1_GeneCatalog_genes_20120305.gff.gz,Cryne_JEC21_1.filtered_proteins.ExternalModels.gff3.gz,48.5,6475.0,41896.0,35421.0,5.47,6475.0,41896.0,35421.0,5.47,556
Crypa2,,,Crypa2.filtered_proteins.FrozenGeneCatalog_20091214.gff3.gz,,,,,,,6475.0,41896.0,35421.0,5.47,0
Cryvi1,Cryptococcus vishniacii v1.0,Cryvi1_AssemblyScaffolds.fasta.gz,Cryvi1_GeneCatalog_genes_20130104.gff.gz,Cryvi1.filtered_proteins.FilteredModels1.gff3.gz,52.9,7232.0,45186.0,37954.0,5.25,7232.0,45186.0,37954.0,5.25,0
Cucbe1,Cucurbitaria berberidis CBS 394.84 v1.0,Cucbe1_AssemblyScaffolds.fasta.gz,Cucbe1_GeneCatalog_genes_20130102.gff.gz,Cucbe1.filtered_proteins.FilteredModels1.gff3.gz,49.3,12439.0,33752.0,21313.0,1.71,12439.0,33752.0,21313.0,1.71,0
Cybja1,Cyberlindnera jadinii NRRL Y-1542 v1.0,Cybja1_AssemblyScaffolds.fasta.gz,Cybja1_GeneCatalog_genes_20121210.gff.gz,Cybja1.filtered_proteins.FilteredModels1.gff3.gz,44.5,6038.0,8125.0,2087.0,0.35,6038.0,8125.0,2087.0,0.35,6
Cylto1,Cylindrobasidium torrendii v1.0,Cylto1_AssemblyScaffolds.fasta.gz,Cylto1_GeneCatalog_genes_20130411.gff.gz,Cylto1.filtered_proteins.FilteredModels1.gff3.gz,51.9,13940.0,72058.0,58118.0,4.17,13940.0,72058.0,58118.0,4.17,0
Dacsp1,Dacryopinax sp. DJM 731 SSP1 v1.0,Dacsp1_AssemblyScaffolds.fasta.gz,Dacsp1_GeneCatalog_genes_20110131.gff.gz,Dacsp1.filtered_proteins.FilteredModels1.gff3.gz,52.2,10242.0,49500.0,39255.0,3.83,10242.0,49500.0,39258.0,3.83,0
Daequ1,Daedalea quercina v1.0,Daequ1_AssemblyScaffolds.fasta.gz,Daequ1_GeneCatalog_genes_20130110.gff.gz,Daequ1.filtered_proteins.FilteredModels1.gff3.gz,54.9,12199.0,70773.0,58574.0,4.8,12199.0,70773.0,58574.0,4.8,0
DalEC12_1,Daldinia eschscholzii EC12 v1.0,DalEC12_1_AssemblyScaffolds.fasta.gz,DalEC12_1_GeneCatalog_genes_20111212.gff.gz,DalEC12_1.filtered_proteins.FilteredModels1.gff3.gz,45.0,11173.0,32240.0,21043.0,1.88,11173.0,32240.0,21067.0,1.89,6
Debha1,Debaryomyces hansenii,Debha1_AssemblyScaffolds.fasta.gz,Debha1_GeneCatalog_genes_20130209.gff.gz,Debha1.filtered_proteins.ExternalModels.gff3.gz,36.3,6272.0,6739.0,467.0,0.07,6272.0,6739.0,467.0,0.07,6
Decga1,Decorospora gaudefroyi v1.0,Decga1_AssemblyScaffolds.fasta.gz,Decga1_GeneCatalog_genes_20150425.gff.gz,,52.2,,,,,11835.0,30769.0,18934.0,1.6,0
Dekbr2,Dekkera bruxellensis CBS 2499 v2.0,Dekbr2_AssemblyScaffolds.fasta.gz,Dekbr2_GeneCatalog_genes_20120306.gff.gz,Dekbr2.filtered_proteins.FilteredModels1.gff3.gz,39.9,5636.0,7664.0,2018.0,0.36,5636.0,7664.0,2028.0,0.36,2
Delco1,Delitschia confertaspora ATCC 74209 v1.0,Delco1_AssemblyScaffolds.fasta.gz,Delco1_GeneCatalog_genes_20140624.gff.gz,Delco1.filtered_proteins.FilteredModels1.gff3.gz,48.5,789.0,2481.0,1692.0,2.14,10171.0,29783.0,19612.0,1.93,0
Denbi1,Dendrothele bispora CBS 962.96 v1.0,Denbi1_AssemblyScaffolds.fasta.gz,Denbi1_GeneCatalog_genes_20131210.gff.gz,Denbi1.filtered_proteins.FilteredModels1.gff3.gz,44.4,33645.0,171165.0,137520.0,4.09,33645.0,171165.0,137520.0,4.09,0
Dicsq1,Dichomitus squalens v1.0,Dicsq1_AssemblyScaffolds.fasta.gz,Dicsq1_GeneCatalog_genes_20101110.gff.gz,Dicsq1.filtered_proteins.FilteredModels1.gff3.gz,55.6,12290.0,71796.0,59503.0,4.84,12290.0,71796.0,59506.0,4.84,0
Didex1,Didymella exigua CBS 183.55 v1.0,Didex1_AssemblyScaffolds.fasta.gz,Didex1_GeneCatalog_genes_20120924.gff.gz,Didex1.filtered_proteins.FilteredModels1.gff3.gz,52.8,12394.0,30433.0,18003.0,1.45,12394.0,30433.0,18039.0,1.46,1
Diocr1,Dioszegia cryoxerica v1.0,Diocr1_AssemblyScaffolds.fasta.gz,Diocr1_GeneCatalog_genes_20130123.gff.gz,Diocr1.filtered_proteins.FilteredModels2.gff3.gz,56.9,15948.0,85429.0,69481.0,4.36,15948.0,85429.0,69481.0,4.36,0
Disac1,Dissoconium aciculare v1.0,Disac1_AssemblyScaffolds.fasta.gz,Disac1_GeneCatalog_genes_20130805.gff.gz,Disac1.filtered_proteins.FilteredModels2.gff3.gz,52.7,10299.0,22319.0,12020.0,1.17,10299.0,22319.0,12020.0,1.17,1
Dotse1,Dothistroma septosporum NZE10 v1.0,Dotse1_AssemblyScaffolds.fasta.gz,Dotse1_GeneCatalog_genes_20100818.gff.gz,Dotse1.filtered_proteins.FilteredModels1.gff3.gz,53.1,12580.0,28937.0,16357.0,1.3,12580.0,28937.0,16357.0,1.3,0
Dotsy1,Dothidotthia symphoricarpi v1.0,Dotsy1_AssemblyScaffolds.fasta.gz,Dotsy1_GeneCatalog_genes_20131210.gff.gz,Dotsy1.filtered_proteins.FilteredModels1.gff3.gz,47.9,11790.0,31892.0,20102.0,1.71,11790.0,31892.0,20102.0,1.71,1
Elmca1,Aporpium caryae L-13461,Elmca1_AssemblyScaffolds.fasta.gz,Elmca1_GeneCatalog_genes_20140827.gff.gz,,53.4,,,,,16571.0,87453.0,70882.0,4.28,0
Enccu1,Encephalitozoon cuniculi GB-M1,Enccu1_AssemblyScaffolds.fasta.gz,Enccu1_GeneCatalog_genes_20130927.gff.gz,Enccu1.filtered_proteins.GenoscopeModels.gff3.gz,47.3,1996.0,2011.0,15.0,0.01,1996.0,2011.0,15.0,0.01,3
Enche1,Encephalitozoon hellem ATCC 50504,Enche1_AssemblyScaffolds.fasta.gz,Enche1_GeneCatalog_genes_20131209.gff.gz,Enche1.filtered_proteins.ExternalModels.gff3.gz,43.4,1847.0,1883.0,36.0,0.02,1847.0,1883.0,36.0,0.02,0
Encin1,Encephalitozoon intestinalis ATCC 50506,Encin1_AssemblyScaffolds.fasta.gz,Encin1_GeneCatalog_genes_20131101.gff.gz,Encin1.filtered_proteins.ExternalModels.gff3.gz,41.5,1833.0,1847.0,14.0,0.01,1833.0,1847.0,14.0,0.01,0
Encro1,Encephalitozoon romaleae SJ-2008,Encro1_AssemblyScaffolds.fasta.gz,Encro1_GeneCatalog_genes_20131209.gff.gz,Encro1.filtered_proteins.ExternalModels.gff3.gz,40.4,1831.0,1864.0,33.0,0.02,1831.0,1864.0,33.0,0.02,0
Entbi1,Enterocytozoon bieneusi H348,Entbi1_AssemblyScaffolds.fasta.gz,Entbi1_GeneCatalog_genes_20140106.gff.gz,Entbi1.filtered_proteins.ExternalModels.gff3.gz,33.7,3632.0,3632.0,,,3632.0,3632.0,0.0,0.0,0
Erebi1,Eremomyces bilateralis CBS 781.70 v1.0,Erebi1_AssemblyScaffolds.fasta.gz,Erebi1_GeneCatalog_genes_20150104.gff.gz,,52.2,,,,,9881.0,28263.0,18382.0,1.86,1
Eryha1,Erythrobasidium hasegawianum ATCC 9536 v1.0,Eryha1_AssemblyScaffolds.fasta.gz,Eryha1_GeneCatalog_genes_20141112.gff.gz,,50.7,,,,,9521.0,49801.0,40280.0,4.23,0
Eurhe1,Eurotium rubrum v1.0,Eurhe1_AssemblyScaffolds.fasta.gz,Eurhe1_GeneCatalog_genes_20120312.gff.gz,Eurhe1.filtered_proteins.FilteredModels1.gff3.gz,48.8,8780.0,27012.0,18214.0,2.07,10076.0,30918.0,20842.0,2.07,0
Eutla1,Eutypa lata UCREL1,Eutla1_AssemblyScaffolds.fasta.gz,Eutla1_GeneCatalog_genes_20130916.gff.gz,Eutla1.filtered_proteins.ExternalModels.gff3.gz,46.6,11685.0,33978.0,22293.0,1.91,11685.0,33978.0,22293.0,1.91,0
Exigl1,Exidia glandulosa v1.0,Exigl1_AssemblyScaffolds.fasta.gz,Exigl1_GeneCatalog_genes_20130529.gff.gz,,56.7,,,,,26765.0,129198.0,102433.0,3.83,0
Exova1,Exobasidium vaccinii MPITM v1.0,Exova1_AssemblyScaffolds.fasta.gz,Exova1_GeneCatalog_genes_20131210.gff.gz,Exova1.filtered_proteins.FilteredModels1.gff3.gz,43.5,7453.0,20809.0,13356.0,1.79,7453.0,20809.0,13356.0,1.79,1
Fibra1,Fibroporia radiculosa TFFH 294,Fibra1_AssemblyScaffolds.fasta.gz,Fibra1_GeneCatalog_genes_20131030.gff.gz,Fibra1.filtered_proteins.ExternalModels.gff3.gz,51.2,9262.0,60105.0,50843.0,5.49,9262.0,60105.0,50843.0,5.49,7
Fibsp1,Fibulorhizoctonia sp. CBS 109695 v1.0,Fibsp1_AssemblyScaffolds.fasta.gz,Fibsp1_GeneCatalog_genes_20131122.gff.gz,Fibsp1.filtered_proteins.FilteredModels1.gff3.gz,51.7,32946.0,152694.0,119748.0,3.63,32946.0,152694.0,119748.0,3.63,0
Fishe1,Fistulina hepatica v1.0,Fishe1_AssemblyScaffolds.fasta.gz,Fishe1_GeneCatalog_genes_20130122.gff.gz,Fishe1.filtered_proteins.FilteredModels1.gff3.gz,50.2,11244.0,64339.0,53095.0,4.72,11244.0,64339.0,53095.0,4.72,0
Fomme1,Fomitiporia mediterranea v1.0,Fomme1_AssemblyScaffolds.fasta.gz,Fomme1_GeneCatalog_genes_20101122.gff.gz,Fomme1.filtered_proteins.FilteredModels1.gff3.gz,40.8,11333.0,68698.0,57364.0,5.06,11333.0,68698.0,57365.0,5.06,0
Fompi3,Fomitopsis pinicola FP-58527 SS1 v3.0,Fompi3_AssemblyScaffolds.fasta.gz,Fompi3_GeneCatalog_genes_20120705.gff.gz,Fompi3.filtered_proteins.FilteredModels2.gff3.gz,55.7,13885.0,77240.0,63352.0,4.56,13885.0,77240.0,63355.0,4.56,4
Fusfu1,Fusarium fujikuroi IMI 58289,Fusfu1_AssemblyScaffolds.fasta.gz,Fusfu1_GeneCatalog_genes_20130915.gff.gz,Fusfu1.filtered_proteins.ExternalModels.gff3.gz,47.5,14813.0,41578.0,26765.0,1.81,14813.0,41578.0,26765.0,1.81,0
Fusgr1,Fusarium graminearum v1.0,Fusgr1_AssemblyScaffolds.fasta.gz,Fusgr1_GeneCatalog_genes_20110524.gff.gz,Fusgr1.filtered_proteins.ExternalModels.gff3.gz,48.3,4547.0,12674.0,8127.0,1.79,13322.0,37516.0,24194.0,1.82,101
Fusox1,Fusarium oxysporum v1.0,Fusox1_AssemblyScaffolds.fasta.gz,Fusox1_GeneCatalog_genes_20110522.gff.gz,Fusox1.filtered_proteins.ExternalModels.gff3.gz,48.4,1790.0,4949.0,3159.0,1.76,17708.0,47877.0,30169.0,1.7,80
Fusox2,Fusarium oxysporum f. sp. lycopersici 4287 v2,Fusox2_AssemblyScaffolds.fasta.gz,Fusox2_GeneCatalog_genes_20150720.gff.gz,,48.4,,,,,27347.0,81093.0,53746.0,1.97,80
Fusve1,Fusarium verticillioides 7600,Fusve1_AssemblyScaffolds.fasta.gz,Fusve1_GeneCatalog_genes_20130924.gff.gz,Fusve1.filtered_proteins.BroadModels.gff3.gz,48.7,12512.0,34851.0,22339.0,1.79,14188.0,39491.0,25303.0,1.78,20
Fusve2,Fusarium verticillioides 7600 v2,Fusve2_AssemblyScaffolds.fasta.gz,Fusve2_GeneCatalog_genes_20150720.gff.gz,,48.7,,,,,20553.0,62476.0,41923.0,2.04,20
Galma1,Galerina marginata v1.0,Galma1_AssemblyScaffolds.fasta.gz,Galma1_GeneCatalog_genes_20110628.gff.gz,Galma1.filtered_proteins.FilteredModels2.gff3.gz,48.0,21461.0,113698.0,92176.0,4.3,21461.0,113698.0,92237.0,4.3,0
Ganpr1,Gonapodya prolifera v1.0,Ganpr1_AssemblyScaffolds.fasta.gz,Ganpr1_GeneCatalog_genes_20111215.gff.gz,Ganpr1.filtered_proteins.FilteredModels3.gff3.gz,52.4,13902.0,77525.0,63608.0,4.58,13902.0,77525.0,63623.0,4.58,1
Gansp1,Ganoderma sp. 10597 SS1 v1.0,Gansp1_AssemblyScaffolds.fasta.gz,Gansp1_GeneCatalog_genes_20110326.gff.gz,Gansp1.filtered_proteins.FilteredModels1.gff3.gz,55.7,12910.0,75170.0,62256.0,4.82,12910.0,75170.0,62260.0,4.82,0
Glalo1,Glarea lozoyensis ATCC 20868,Glalo1_AssemblyScaffolds.fasta.gz,Glalo1_GeneCatalog_genes_20131021.gff.gz,Glalo1.filtered_proteins.ExternalModels.gff3.gz,45.8,13083.0,38836.0,25753.0,1.97,13083.0,38836.0,25753.0,1.97,0
Gloac1,Glomerella acutata (Colletotrichum fiorinae MH 18) v1.0,Gloac1_AssemblyScaffolds.fasta.gz,Gloac1_GeneCatalog_genes_20121120.gff.gz,Gloac1.filtered_proteins.FilteredModels2.gff3.gz,51.8,15777.0,44590.0,28813.0,1.83,15777.0,44590.0,28813.0,1.83,0
Gloci1,Glomerella cingulata 23 (Colletotrichum gloeosporoides 23) v1.0,Gloci1_AssemblyScaffolds.fasta.gz,Gloci1_GeneCatalog_genes_20121001.gff.gz,Gloci1.filtered_proteins.FilteredModels1.gff3.gz,52.4,2276.0,6231.0,3954.0,1.74,18975.0,52886.0,33911.0,1.79,3
Gloin1,Rhizophagus irregularis DAOM 181602 v1.0,Gloin1_AssemblyScaffolds.fasta.gz,Gloin1_GeneCatalog_genes_20120510.gff.gz,Gloin1.filtered_proteins.FilteredModels1.gff3.gz,27.7,396.0,1382.0,986.0,2.49,30282.0,104876.0,74594.0,2.46,2
Glost2,Glonium stellatum CBS 207.34 v1.0,Glost2_AssemblyScaffolds.fasta.gz,Glost2_GeneCatalog_genes_20140303.gff.gz,Glost2.filtered_proteins.FilteredModels1.gff3.gz,48.3,4259.0,14088.0,9829.0,2.31,14362.0,45141.0,30779.0,2.14,0
Glotr1_1,Gloeophyllum trabeum v1.0,Glotr1_1_AssemblyScaffolds.fasta.gz,Glotr1_1_GeneCatalog_genes_20100928.gff.gz,Glotr1_1.filtered_proteins.FilteredModels1.gff3.gz,53.2,11846.0,72787.0,60941.0,5.14,11846.0,72787.0,60941.0,5.14,0
Grocl1,Grosmannia clavigera kw1407,Grocl1_AssemblyScaffolds.fasta.gz,Grocl1_GeneCatalog_genes_20131017.gff.gz,Grocl1.filtered_proteins.ExternalModels.gff3.gz,53.4,8312.0,23727.0,15415.0,1.85,8312.0,23727.0,15415.0,1.85,22
Guyne1,Guyanagaster necrorhiza MCA 3950 v1.0,Guyne1_AssemblyScaffolds.fasta.gz,Guyne1_GeneCatalog_genes_20140406.gff.gz,,45.5,,,,,14276.0,85325.0,71049.0,4.98,1
Gyman1,Gymnopus androsaceus JB14 v1.0,Gyman1_AssemblyScaffolds.fasta.gz,Gyman1_GeneCatalog_genes_20140729.gff.gz,,45.1,,,,,29375.0,159441.0,130066.0,4.43,1
Gymau1,Gymnascella aurantiaca v1.0,Gymau1_AssemblyScaffolds.fasta.gz,Gymau1_GeneCatalog_genes_20130805.gff.gz,Gymau1.filtered_proteins.FilteredModels2.gff3.gz,51.2,9106.0,28388.0,19282.0,2.12,9106.0,28388.0,19282.0,2.12,1
Gymch1,Gymnopilus chrysopellus PR-1187 v1.0,Gymch1_AssemblyScaffolds.fasta.gz,Gymch1_GeneCatalog_genes_20140623.gff.gz,Gymch1.filtered_proteins.FilteredModels1.gff3.gz,49.5,18193.0,100221.0,82028.0,4.51,18193.0,100221.0,82028.0,4.51,0
Gymci1_1,Gymnascella citrina v1.1,Gymci1_1_AssemblyScaffolds.fasta.gz,Gymci1_1_GeneCatalog_genes_20130902.gff.gz,Gymci1_1.filtered_proteins.FilteredModels1.gff3.gz,51.6,9779.0,29268.0,19489.0,1.99,9779.0,29268.0,19489.0,1.99,0
Gymlu1,Gymnopus luxurians v1.0,Gymlu1_AssemblyScaffolds.fasta.gz,Gymlu1_GeneCatalog_genes_20110803.gff.gz,Gymlu1.filtered_proteins.FilteredModels1.gff3.gz,45.1,22057.0,116032.0,93952.0,4.26,22057.0,116032.0,93975.0,4.26,2
